time,gubun,confCase,confCaseRate,death,deathRate,criticalRate
2637,20201206T15:00:00Z,20-29,7009,18.67,0,0.00,0
2638,20201206T15:00:00Z,10-19,2309,6.15,0,0.00,0
2639,20201206T15:00:00Z,0-9,1128,3,0,0.00,0
2640,20201207T14:00:00Z,남성,18305,47.97,284,51.73,1.55
2641,20201207T14:00:00Z,여성,19856,52.03,265,48.27,1.33
2642,20201207T14:00:00Z,80 이상,1616,4.23,280,51.00,17.33
2643,20201207T14:00:00Z,70-79,2919,7.65,174,31.69,5.96
2644,20201207T14:00:00Z,60-69,5808,15.22,64,11.66,1.1
2645,20201207T14:00:00Z,50-59,6980,18.29,24,4.37,0.34
2646,20201207T14:00:00Z,40-49,5346,14.01,5,0.91,0.09
2647,20201207T14:00:00Z,30-39,4917,12.88,2,0.36,0.04
2648,20201207T14:00:00Z,20-29,7093,18.59,0,0.00,0
2649,20201207T14:00:00Z,10-19,2340,6.13,0,0.00,0
2650,20201207T14:00:00Z,0-9,1142,2.99,0,0.00,0
2651,20201208T14:00:00Z,남성,18579,47.94,285,51.63,1.53
2652,20201208T14:00:00Z,여성,20176,52.06,267,48.37,1.32
2653,20201208T14:00:00Z,80 이상,1669,4.31,282,51.09,16.9
2654,20201208T14:00:00Z,70-79,2976,7.68,174,31.52,5.85
2655,20201208T14:00:00Z,60-69,5899,15.22,64,11.59,1.08
2656,20201208T14:00:00Z,50-59,7089,18.29,25,4.53,0.35
2657,20201208T14:00:00Z,40-49,5428,14.01,5,0.91,0.09
2658,20201208T14:00:00Z,30-39,4992,12.88,2,0.36,0.04
2659,20201208T14:00:00Z,20-29,7167,18.49,0,0.00,0
2660,20201208T14:00:00Z,10-19,2373,6.12,0,0.00,0
2661,20201208T14:00:00Z,0-9,1162,3,0,0.00,0
2662,20201209T14:00:00Z,남성,18914,47.97,287,51.62,1.52
2663,20201209T14:00:00Z,여성,20518,52.03,269,48.38,1.31
2664,20201209T14:00:00Z,80 이상,1701,4.31,284,51.08,16.7
2665,20201209T14:00:00Z,70-79,3050,7.73,175,31.47,5.74
2666,20201209T14:00:00Z,60-69,6024,15.28,65,11.69,1.08
2667,20201209T14:00:00Z,50-59,7214,18.29,25,4.50,0.35
2668,20201209T14:00:00Z,40-49,5524,14.01,5,0.90,0.09
2669,20201209T14:00:00Z,30-39,5087,12.9,2,0.36,0.04
2670,20201209T14:00:00Z,20-29,7230,18.34,0,0.00,0
2671,20201209T14:00:00Z,10-19,2416,6.13,0,0.00,0
2672,20201209T14:00:00Z,0-9,1186,3.01,0,0.00,0
2673,20201210T14:00:00Z,남성,19257,48.02,289,51.24,1.5
2674,20201210T14:00:00Z,여성,20841,51.98,275,48.76,1.32
2675,20201210T14:00:00Z,80 이상,1731,4.32,290,51.42,16.75
2676,20201210T14:00:00Z,70-79,3100,7.73,177,31.38,5.71
2677,20201210T14:00:00Z,60-69,6137,15.31,65,11.52,1.06
2678,20201210T14:00:00Z,50-59,7320,18.26,25,4.43,0.34
2679,20201210T14:00:00Z,40-49,5615,14,5,0.89,0.09
2680,20201210T14:00:00Z,30-39,5196,12.96,2,0.35,0.04
2681,20201210T14:00:00Z,20-29,7310,18.23,0,0.00,0
2682,20201210T14:00:00Z,10-19,2466,6.15,0,0.00,0
2683,20201210T14:00:00Z,0-9,1223,3.05,0,0.00,0
2684,20201211T14:00:00Z,남성,19593,48.04,292,51.05,1.49
2685,20201211T14:00:00Z,여성,21193,51.96,280,48.95,1.32
2686,20201211T14:00:00Z,80 이상,1786,4.38,294,51.40,16.46
2687,20201211T14:00:00Z,70-79,3162,7.75,178,31.12,5.63
2688,20201211T14:00:00Z,60-69,6237,15.29,68,11.89,1.09
2689,20201211T14:00:00Z,50-59,7445,18.25,25,4.37,0.34
2690,20201211T14:00:00Z,40-49,5714,14.01,5,0.87,0.09
2691,20201211T14:00:00Z,30-39,5277,12.94,2,0.35,0.04
2692,20201211T14:00:00Z,20-29,7395,18.13,0,0.00,0
2693,20201211T14:00:00Z,10-19,2512,6.16,0,0.00,0
2694,20201211T14:00:00Z,0-9,1258,3.08,0,0.00,0
2695,20201212T14:00:00Z,남성,20029,47.99,295,51.04,1.47
2696,20201212T14:00:00Z,여성,21707,52.01,283,48.96,1.3
2697,20201212T14:00:00Z,80 이상,1854,4.44,298,51.56,16.07
2698,20201212T14:00:00Z,70-79,3231,7.74,180,31.14,5.57
2699,20201212T14:00:00Z,60-69,6385,15.3,68,11.76,1.06
2700,20201212T14:00:00Z,50-59,7619,18.26,25,4.33,0.33
2701,20201212T14:00:00Z,40-49,5856,14.03,5,0.87,0.09
2702,20201212T14:00:00Z,30-39,5391,12.92,2,0.35,0.04
2703,20201212T14:00:00Z,20-29,7492,17.95,0,0.00,0
2704,20201212T14:00:00Z,10-19,2598,6.22,0,0.00,0
2705,20201212T14:00:00Z,0-9,1310,3.14,0,0.00,0
2706,20201213T14:00:00Z,남성,20513,47.97,297,51.21,1.45
2707,20201213T14:00:00Z,여성,22253,52.03,283,48.79,1.27
2708,20201213T14:00:00Z,80 이상,1925,4.5,298,51.38,15.48
2709,20201213T14:00:00Z,70-79,3336,7.8,180,31.03,5.4
2710,20201213T14:00:00Z,60-69,6568,15.36,70,12.07,1.07
2711,20201213T14:00:00Z,50-59,7811,18.26,25,4.31,0.32
2712,20201213T14:00:00Z,40-49,6006,14.04,5,0.86,0.08
2713,20201213T14:00:00Z,30-39,5500,12.86,2,0.34,0.04
2714,20201213T14:00:00Z,20-29,7602,17.78,0,0.00,0
2715,20201213T14:00:00Z,10-19,2672,6.25,0,0.00,0
2716,20201213T14:00:00Z,0-9,1346,3.15,0,0.00,0
2717,20201214T14:00:00Z,남성,20843,47.93,302,51.45,1.45
2718,20201214T14:00:00Z,여성,22641,52.07,285,48.55,1.26
2719,20201214T14:00:00Z,80 이상,1971,4.53,300,51.11,15.22
2720,20201214T14:00:00Z,70-79,3385,7.78,183,31.18,5.41
2721,20201214T14:00:00Z,60-69,6676,15.35,72,12.27,1.08
2722,20201214T14:00:00Z,50-59,7949,18.28,25,4.26,0.31
2723,20201214T14:00:00Z,40-49,6127,14.09,5,0.85,0.08
2724,20201214T14:00:00Z,30-39,5573,12.82,2,0.34,0.04
2725,20201214T14:00:00Z,20-29,7700,17.71,0,0.00,0
2726,20201214T14:00:00Z,10-19,2726,6.27,0,0.00,0
2727,20201214T14:00:00Z,0-9,1377,3.17,0,0.00,0
2728,20201215T14:00:00Z,남성,21258,47.92,308,51.33,1.45
2729,20201215T14:00:00Z,여성,23106,52.08,292,48.67,1.26
2730,20201215T14:00:00Z,80 이상,2057,4.64,309,51.50,15.02
2731,20201215T14:00:00Z,70-79,3464,7.81,185,30.83,5.34
2732,20201215T14:00:00Z,60-69,6808,15.35,74,12.33,1.09
2733,20201215T14:00:00Z,50-59,8100,18.26,25,4.17,0.31
2734,20201215T14:00:00Z,40-49,6252,14.09,5,0.83,0.08
2735,20201215T14:00:00Z,30-39,5686,12.82,2,0.33,0.04
2736,20201215T14:00:00Z,20-29,7800,17.58,0,0.00,0
2737,20201215T14:00:00Z,10-19,2780,6.27,0,0.00,0
2738,20201215T14:00:00Z,0-9,1417,3.19,0,0.00,0
2739,20201216T14:00:00Z,남성,21814,48,317,51.80,1.45
2740,20201216T14:00:00Z,여성,23628,52,295,48.20,1.25
2741,20201216T14:00:00Z,80 이상,2125,4.68,315,51.47,14.82
2742,20201216T14:00:00Z,70-79,3555,7.82,190,31.05,5.34
2743,20201216T14:00:00Z,60-69,6999,15.4,74,12.09,1.06
2744,20201216T14:00:00Z,50-59,8315,18.3,25,4.08,0.3
2745,20201216T14:00:00Z,40-49,6394,14.07,6,0.98,0.09
2746,20201216T14:00:00Z,30-39,5790,12.74,2,0.33,0.03
2747,20201216T14:00:00Z,20-29,7953,17.5,0,0.00,0
2748,20201216T14:00:00Z,10-19,2849,6.27,0,0.00,0
2749,20201216T14:00:00Z,0-9,1462,3.22,0,0.00,0
2750,20201217T14:00:00Z,남성,22287,47.98,331,52.21,1.49
2751,20201217T14:00:00Z,여성,24166,52.02,303,47.79,1.25
2752,20201217T14:00:00Z,80 이상,2184,4.7,329,51.89,15.06
2753,20201217T14:00:00Z,70-79,3640,7.84,194,30.60,5.33
2754,20201217T14:00:00Z,60-69,7172,15.44,77,12.15,1.07
2755,20201217T14:00:00Z,50-59,8529,18.36,26,4.10,0.3
2756,20201217T14:00:00Z,40-49,6535,14.07,6,0.95,0.09
2757,20201217T14:00:00Z,30-39,5912,12.73,2,0.32,0.03
2758,20201217T14:00:00Z,20-29,8060,17.35,0,0.00,0
2759,20201217T14:00:00Z,10-19,2903,6.25,0,0.00,0
2760,20201217T14:00:00Z,0-9,1518,3.27,0,0.00,0
2761,20201218T14:00:00Z,남성,22771,47.92,336,52.09,1.48
2762,20201218T14:00:00Z,여성,24744,52.08,309,47.91,1.25
2763,20201218T14:00:00Z,80 이상,2250,4.74,337,52.25,14.98
2764,20201218T14:00:00Z,70-79,3730,7.85,197,30.54,5.28
2765,20201218T14:00:00Z,60-69,7358,15.49,77,11.94,1.05
2766,20201218T14:00:00Z,50-59,8754,18.42,26,4.03,0.3
2767,20201218T14:00:00Z,40-49,6669,14.04,6,0.93,0.09
2768,20201218T14:00:00Z,30-39,6044,12.72,2,0.31,0.03
2769,20201218T14:00:00Z,20-29,8183,17.22,0,0.00,0
2770,20201218T14:00:00Z,10-19,2969,6.25,0,0.00,0
2771,20201218T14:00:00Z,0-9,1558,3.28,0,0.00,0
2772,20201219T17:00:00Z,남성,23245,47.86,339,51.44,1.46
2773,20201219T17:00:00Z,여성,25325,52.14,320,48.56,1.26
2774,20201219T17:00:00Z,80 이상,2327,4.79,347,52.66,14.91
2775,20201219T17:00:00Z,70-79,3813,7.85,199,30.20,5.22
2776,20201219T17:00:00Z,60-69,7534,15.51,77,11.68,1.02
2777,20201219T17:00:00Z,50-59,8974,18.48,28,4.25,0.31
2778,20201219T17:00:00Z,40-49,6823,14.05,6,0.91,0.09
2779,20201219T17:00:00Z,30-39,6155,12.67,2,0.30,0.03
2780,20201219T17:00:00Z,20-29,8318,17.13,0,0.00,0
2781,20201219T17:00:00Z,10-19,3035,6.25,0,0.00,0
2782,20201219T17:00:00Z,0-9,1591,3.28,0,0.00,0
2783,20201220T14:00:00Z,남성,23868,48.06,345,51.19,1.45
2784,20201220T14:00:00Z,여성,25797,51.94,329,48.81,1.28
2785,20201220T14:00:00Z,80 이상,2374,4.78,357,52.97,15.04
2786,20201220T14:00:00Z,70-79,3892,7.84,200,29.67,5.14
2787,20201220T14:00:00Z,60-69,7722,15.55,81,12.02,1.05
2788,20201220T14:00:00Z,50-59,9207,18.54,28,4.15,0.3
2789,20201220T14:00:00Z,40-49,6975,14.04,6,0.89,0.09
2790,20201220T14:00:00Z,30-39,6297,12.68,2,0.30,0.03
2791,20201220T14:00:00Z,20-29,8455,17.02,0,0.00,0
2792,20201220T14:00:00Z,10-19,3105,6.25,0,0.00,0
2793,20201220T14:00:00Z,0-9,1638,3.3,0,0.00,0
2794,20201221T14:00:00Z,남성,24329,48.09,358,51.29,1.47
2795,20201221T14:00:00Z,여성,26262,51.91,340,48.71,1.29
2796,20201221T14:00:00Z,80 이상,2428,4.8,372,53.30,15.32
2797,20201221T14:00:00Z,70-79,3979,7.87,204,29.23,5.13
2798,20201221T14:00:00Z,60-69,7883,15.58,84,12.03,1.07
2799,20201221T14:00:00Z,50-59,9402,18.58,29,4.15,0.31
2800,20201221T14:00:00Z,40-49,7099,14.03,6,0.86,0.08
2801,20201221T14:00:00Z,30-39,6414,12.68,3,0.43,0.05
2802,20201221T14:00:00Z,20-29,8552,16.9,0,0.00,0
2803,20201221T14:00:00Z,10-19,3150,6.23,0,0.00,0
2804,20201221T14:00:00Z,0-9,1684,3.33,0,0.00,0
2805,20201222T14:00:00Z,남성,24752,48.1,365,50.55,1.47
2806,20201222T14:00:00Z,여성,26708,51.9,357,49.45,1.34
2807,20201222T14:00:00Z,80 이상,2479,4.82,384,53.19,15.49
2808,20201222T14:00:00Z,70-79,4065,7.9,211,29.22,5.19
2809,20201222T14:00:00Z,60-69,8015,15.58,88,12.19,1.1
2810,20201222T14:00:00Z,50-59,9582,18.62,29,4.02,0.3
2811,20201222T14:00:00Z,40-49,7223,14.04,6,0.83,0.08
2812,20201222T14:00:00Z,30-39,6518,12.67,4,0.55,0.06
2813,20201222T14:00:00Z,20-29,8657,16.82,0,0.00,0
2814,20201222T14:00:00Z,10-19,3206,6.23,0,0.00,0
2815,20201222T14:00:00Z,0-9,1715,3.33,0,0.00,0
2816,20201224T14:00:00Z,남성,25765,48.13,380,50.26,1.47
2817,20201224T14:00:00Z,여성,27768,51.87,376,49.74,1.35
2818,20201224T14:00:00Z,80 이상,2616,4.89,404,53.44,15.44
2819,20201224T14:00:00Z,70-79,4235,7.91,224,29.63,5.29
2820,20201224T14:00:00Z,60-69,8375,15.64,90,11.90,1.07
2821,20201224T14:00:00Z,50-59,10010,18.7,29,3.84,0.29
2822,20201224T14:00:00Z,40-49,7499,14.01,6,0.79,0.08
2823,20201224T14:00:00Z,30-39,6778,12.66,3,0.40,0.04
2824,20201224T14:00:00Z,20-29,8886,16.6,0,0.00,0
2825,20201224T14:00:00Z,10-19,3337,6.23,0,0.00,0
2826,20201224T14:00:00Z,0-9,1797,3.36,0,0.00,0
2827,20201225T14:00:00Z,남성,26535,48.45,390,50.45,1.47
2828,20201225T14:00:00Z,여성,28235,51.55,383,49.55,1.36
2829,20201225T14:00:00Z,80 이상,2680,4.89,416,53.82,15.52
2830,20201225T14:00:00Z,70-79,4321,7.89,227,29.37,5.25
2831,20201225T14:00:00Z,60-69,8589,15.68,90,11.64,1.05
2832,20201225T14:00:00Z,50-59,10248,18.71,30,3.88,0.29
2833,20201225T14:00:00Z,40-49,7695,14.05,7,0.91,0.09
2834,20201225T14:00:00Z,30-39,6948,12.69,3,0.39,0.04
2835,20201225T14:00:00Z,20-29,9042,16.51,0,0.00,0
2836,20201225T14:00:00Z,10-19,3403,6.21,0,0.00,0
2837,20201225T14:00:00Z,0-9,1844,3.37,0,0.00,0
2838,20201226T14:00:00Z,남성,27100,48.48,404,50.95,1.49
2839,20201226T14:00:00Z,여성,28802,51.52,389,49.05,1.35
2840,20201226T14:00:00Z,80 이상,2761,4.94,427,53.85,15.47
2841,20201226T14:00:00Z,70-79,4411,7.89,234,29.51,5.3
2842,20201226T14:00:00Z,60-69,8760,15.67,92,11.60,1.05
2843,20201226T14:00:00Z,50-59,10457,18.71,30,3.78,0.29
2844,20201226T14:00:00Z,40-49,7874,14.09,7,0.88,0.09
2845,20201226T14:00:00Z,30-39,7095,12.69,3,0.38,0.04
2846,20201226T14:00:00Z,20-29,9170,16.4,0,0.00,0
2847,20201226T14:00:00Z,10-19,3483,6.23,0,0.00,0
2848,20201226T14:00:00Z,0-9,1891,3.38,0,0.00,0
2849,20201227T14:00:00Z,남성,27571,48.48,411,50.87,1.49
2850,20201227T14:00:00Z,여성,29301,51.52,397,49.13,1.35
2851,20201227T14:00:00Z,80 이상,2802,4.93,438,54.21,15.63
2852,20201227T14:00:00Z,70-79,4472,7.86,236,29.21,5.28
2853,20201227T14:00:00Z,60-69,8939,15.72,94,11.63,1.05
2854,20201227T14:00:00Z,50-59,10648,18.72,30,3.71,0.28
2855,20201227T14:00:00Z,40-49,8033,14.12,7,0.87,0.09
2856,20201227T14:00:00Z,30-39,7226,12.71,3,0.37,0.04
2857,20201227T14:00:00Z,20-29,9281,16.32,0,0.00,0
2858,20201227T14:00:00Z,10-19,3544,6.23,0,0.00,0
2859,20201227T14:00:00Z,0-9,1927,3.39,0,0.00,0
2860,20201228T14:00:00Z,남성,27966,48.48,416,50.79,1.49
2861,20201228T14:00:00Z,여성,29714,51.52,403,49.21,1.36
2862,20201228T14:00:00Z,80 이상,2851,4.94,444,54.21,15.57
2863,20201228T14:00:00Z,70-79,4534,7.86,239,29.18,5.27
2864,20201228T14:00:00Z,60-69,9068,15.72,96,11.72,1.06
2865,20201228T14:00:00Z,50-59,10820,18.76,30,3.66,0.28
2866,20201228T14:00:00Z,40-49,8153,14.13,7,0.85,0.09
2867,20201228T14:00:00Z,30-39,7340,12.73,3,0.37,0.04
2868,20201228T14:00:00Z,20-29,9358,16.22,0,0.00,0
2869,20201228T14:00:00Z,10-19,3594,6.23,0,0.00,0
2870,20201228T14:00:00Z,0-9,1962,3.4,0,0.00,0
2871,20201229T14:00:00Z,남성,28587,48.68,429,49.94,1.5
2872,20201229T14:00:00Z,여성,30138,51.32,430,50.06,1.43
2873,20201229T14:00:00Z,80 이상,2890,4.92,474,55.18,16.4
2874,20201229T14:00:00Z,70-79,4610,7.85,246,28.64,5.34
2875,20201229T14:00:00Z,60-69,9254,15.76,99,11.53,1.07
2876,20201229T14:00:00Z,50-59,11014,18.76,30,3.49,0.27
2877,20201229T14:00:00Z,40-49,8327,14.18,7,0.81,0.08
2878,20201229T14:00:00Z,30-39,7484,12.74,3,0.35,0.04
2879,20201229T14:00:00Z,20-29,9497,16.17,0,0.00,0
2880,20201229T14:00:00Z,10-19,3646,6.21,0,0.00,0
2881,20201229T14:00:00Z,0-9,2003,3.41,0,0.00,0
2882,20201230T14:00:00Z,남성,29107,48.7,438,49.83,1.5
2883,20201230T14:00:00Z,여성,30666,51.3,441,50.17,1.44
2884,20201230T14:00:00Z,80 이상,2958,4.95,486,55.29,16.43
2885,20201230T14:00:00Z,70-79,4702,7.87,250,28.44,5.32
2886,20201230T14:00:00Z,60-69,9458,15.82,103,11.72,1.09
2887,20201230T14:00:00Z,50-59,11212,18.76,30,3.41,0.27
2888,20201230T14:00:00Z,40-49,8490,14.2,7,0.80,0.08
2889,20201230T14:00:00Z,30-39,7596,12.71,3,0.34,0.04
2890,20201230T14:00:00Z,20-29,9612,16.08,0,0.00,0
2891,20201230T14:00:00Z,10-19,3703,6.2,0,0.00,0
2892,20201230T14:00:00Z,0-9,2042,3.42,0,0.00,0
2893,20201231T14:00:00Z,남성,29612,48.75,448,49.78,1.51
2894,20201231T14:00:00Z,여성,31128,51.25,452,50.22,1.45
2895,20201231T14:00:00Z,80 이상,3023,4.98,496,55.11,16.41
2896,20201231T14:00:00Z,70-79,4769,7.85,258,28.67,5.41
2897,20201231T14:00:00Z,60-69,9632,15.86,106,11.78,1.1
2898,20201231T14:00:00Z,50-59,11398,18.77,30,3.33,0.26
2899,20201231T14:00:00Z,40-49,8624,14.2,7,0.78,0.08
2900,20201231T14:00:00Z,30-39,7728,12.72,3,0.33,0.04
2901,20201231T14:00:00Z,20-29,9705,15.98,0,0.00,0
2902,20201231T14:00:00Z,10-19,3770,6.21,0,0.00,0
2903,20201231T14:00:00Z,0-9,2091,3.44,0,0.00,0
2904,20210101T14:00:00Z,남성,30169,48.84,459,50.05,1.52
2905,20210101T14:00:00Z,여성,31600,51.16,458,49.95,1.45
2906,20210101T14:00:00Z,80 이상,3064,4.96,507,55.29,16.55
2907,20210101T14:00:00Z,70-79,4849,7.85,259,28.24,5.34
2908,20210101T14:00:00Z,60-69,9791,15.85,110,12.00,1.12
2909,20210101T14:00:00Z,50-59,11602,18.78,30,3.27,0.26
2910,20210101T14:00:00Z,40-49,8778,14.21,7,0.76,0.08
2911,20210101T14:00:00Z,30-39,7873,12.75,4,0.44,0.05
2912,20210101T14:00:00Z,20-29,9836,15.92,0,0.00,0
2913,20210101T14:00:00Z,10-19,3844,6.22,0,0.00,0
2914,20210101T14:00:00Z,0-9,2132,3.45,0,0.00,0
2915,20210102T14:00:00Z,남성,30591,48.87,469,49.79,1.53
2916,20210102T14:00:00Z,여성,32002,51.13,473,50.21,1.48
2917,20210102T14:00:00Z,80 이상,3113,4.97,521,55.31,16.74
2918,20210102T14:00:00Z,70-79,4908,7.84,268,28.45,5.46
2919,20210102T14:00:00Z,60-69,9916,15.84,110,11.68,1.11
2920,20210102T14:00:00Z,50-59,11762,18.79,32,3.40,0.27
2921,20210102T14:00:00Z,40-49,8884,14.19,7,0.74,0.08
2922,20210102T14:00:00Z,30-39,7982,12.75,4,0.42,0.05
2923,20210102T14:00:00Z,20-29,9947,15.89,0,0.00,0
2924,20210102T14:00:00Z,10-19,3910,6.25,0,0.00,0
2925,20210102T14:00:00Z,0-9,2171,3.47,0,0.00,0
2926,20210103T14:00:00Z,남성,30887,48.84,483,50.21,1.56
2927,20210103T14:00:00Z,여성,32357,51.16,479,49.79,1.48
2928,20210103T14:00:00Z,80 이상,3151,4.98,530,55.09,16.82
2929,20210103T14:00:00Z,70-79,4959,7.84,274,28.48,5.53
2930,20210103T14:00:00Z,60-69,10033,15.86,115,11.95,1.15
2931,20210103T14:00:00Z,50-59,11886,18.79,32,3.33,0.27
2932,20210103T14:00:00Z,40-49,8972,14.19,7,0.73,0.08
2933,20210103T14:00:00Z,30-39,8057,12.74,4,0.42,0.05
2934,20210103T14:00:00Z,20-29,10027,15.85,0,0.00,0
2935,20210103T14:00:00Z,10-19,3956,6.26,0,0.00,0
2936,20210103T14:00:00Z,0-9,2203,3.48,0,0.00,0
2937,20210104T14:00:00Z,남성,31423,48.9,491,50.05,1.56
2938,20210104T14:00:00Z,여성,32841,51.1,490,49.95,1.49
2939,20210104T14:00:00Z,80 이상,3232,5.03,545,55.56,16.86
2940,20210104T14:00:00Z,70-79,5028,7.82,277,28.24,5.51
2941,20210104T14:00:00Z,60-69,10186,15.85,116,11.82,1.14
2942,20210104T14:00:00Z,50-59,12073,18.79,32,3.26,0.27
2943,20210104T14:00:00Z,40-49,9144,14.23,7,0.71,0.08
2944,20210104T14:00:00Z,30-39,8184,12.73,4,0.41,0.05
2945,20210104T14:00:00Z,20-29,10147,15.79,0,0.00,0
2946,20210104T14:00:00Z,10-19,4027,6.27,0,0.00,0
2947,20210104T14:00:00Z,0-9,2243,3.49,0,0.00,0
2948,20210105T14:00:00Z,남성,31779,48.91,507,50.35,1.6
2949,20210105T14:00:00Z,여성,33200,51.09,500,49.65,1.51
2950,20210105T14:00:00Z,80 이상,3258,5.01,559,55.51,17.16
2951,20210105T14:00:00Z,70-79,5072,7.81,284,28.20,5.6
2952,20210105T14:00:00Z,60-69,10294,15.84,121,12.02,1.18
2953,20210105T14:00:00Z,50-59,12197,18.77,32,3.18,0.26
2954,20210105T14:00:00Z,40-49,9256,14.24,7,0.70,0.08
2955,20210105T14:00:00Z,30-39,8289,12.76,4,0.40,0.05
2956,20210105T14:00:00Z,20-29,10254,15.78,0,0.00,0
2957,20210105T14:00:00Z,10-19,4071,6.27,0,0.00,0
2958,20210105T14:00:00Z,0-9,2288,3.52,0,0.00,0
2959,20210106T14:00:00Z,남성,32185,48.9,514,50.05,1.6
2960,20210106T14:00:00Z,여성,33633,51.1,513,49.95,1.53
2961,20210106T14:00:00Z,80 이상,3309,5.03,571,55.60,17.26
2962,20210106T14:00:00Z,70-79,5145,7.82,289,28.14,5.62
2963,20210106T14:00:00Z,60-69,10442,15.86,123,11.98,1.18
2964,20210106T14:00:00Z,50-59,12337,18.74,32,3.12,0.26
2965,20210106T14:00:00Z,40-49,9366,14.23,8,0.78,0.09
2966,20210106T14:00:00Z,30-39,8395,12.75,4,0.39,0.05
2967,20210106T14:00:00Z,20-29,10360,15.74,0,0.00,0
2968,20210106T14:00:00Z,10-19,4131,6.28,0,0.00,0
2969,20210106T14:00:00Z,0-9,2333,3.54,0,0.00,0
2970,20210107T14:00:00Z,남성,32643,48.95,525,50.19,1.61
2971,20210107T14:00:00Z,여성,34043,51.05,521,49.81,1.53
2972,20210107T14:00:00Z,80 이상,3336,5,583,55.74,17.48
2973,20210107T14:00:00Z,70-79,5204,7.8,293,28.01,5.63
2974,20210107T14:00:00Z,60-69,10555,15.83,124,11.85,1.17
2975,20210107T14:00:00Z,50-59,12513,18.76,33,3.15,0.26
2976,20210107T14:00:00Z,40-49,9521,14.28,8,0.76,0.08
2977,20210107T14:00:00Z,30-39,8515,12.77,5,0.48,0.06
2978,20210107T14:00:00Z,20-29,10483,15.72,0,0.00,0
2979,20210107T14:00:00Z,10-19,4185,6.28,0,0.00,0
2980,20210107T14:00:00Z,0-9,2374,3.56,0,0.00,0
2981,20210108T14:00:00Z,남성,32962,48.94,540,49.95,1.64
2982,20210108T14:00:00Z,여성,34396,51.06,541,50.05,1.57
2983,20210108T14:00:00Z,80 이상,3373,5.01,608,56.24,18.03
2984,20210108T14:00:00Z,70-79,5253,7.8,301,27.84,5.73
2985,20210108T14:00:00Z,60-69,10680,15.86,125,11.56,1.17
2986,20210108T14:00:00Z,50-59,12637,18.76,34,3.15,0.27
2987,20210108T14:00:00Z,40-49,9604,14.26,8,0.74,0.08
2988,20210108T14:00:00Z,30-39,8601,12.77,5,0.46,0.06
2989,20210108T14:00:00Z,20-29,10574,15.7,0,0.00,0
2990,20210108T14:00:00Z,10-19,4228,6.28,0,0.00,0
2991,20210108T14:00:00Z,0-9,2408,3.57,0,0.00,0
2992,20210109T14:00:00Z,남성,33284,48.95,547,49.73,1.64
2993,20210109T14:00:00Z,여성,34715,51.05,553,50.27,1.59
2994,20210109T14:00:00Z,80 이상,3398,5,622,56.55,18.3
2995,20210109T14:00:00Z,70-79,5303,7.8,303,27.55,5.71
2996,20210109T14:00:00Z,60-69,10760,15.82,127,11.55,1.18
2997,20210109T14:00:00Z,50-59,12761,18.77,35,3.18,0.27
2998,20210109T14:00:00Z,40-49,9693,14.25,8,0.73,0.08
2999,20210109T14:00:00Z,30-39,8692,12.78,5,0.45,0.06
3000,20210109T14:00:00Z,20-29,10674,15.7,0,0.00,0
3001,20210109T14:00:00Z,10-19,4278,6.29,0,0.00,0
3002,20210109T14:00:00Z,0-9,2440,3.59,0,0.00,0
3003,20210110T14:00:00Z,남성,33627,48.97,558,49.60,1.66
3004,20210110T14:00:00Z,여성,35037,51.03,567,50.40,1.62
3005,20210110T14:00:00Z,80 이상,3432,5,637,56.62,18.56
3006,20210110T14:00:00Z,70-79,5352,7.79,308,27.38,5.75
3007,20210110T14:00:00Z,60-69,10847,15.8,131,11.64,1.21
3008,20210110T14:00:00Z,50-59,12904,18.79,35,3.11,0.27
3009,20210110T14:00:00Z,40-49,9787,14.25,9,0.80,0.09
3010,20210110T14:00:00Z,30-39,8771,12.77,5,0.44,0.06
3011,20210110T14:00:00Z,20-29,10761,15.67,0,0.00,0
3012,20210110T14:00:00Z,10-19,4334,6.31,0,0.00,0
3013,20210110T14:00:00Z,0-9,2476,3.61,0,0.00,0
3014,20210111T14:00:00Z,남성,33867,49,562,49.30,1.66
3015,20210111T14:00:00Z,여성,35247,51,578,50.70,1.64
3016,20210111T14:00:00Z,80 이상,3463,5.01,647,56.75,18.68
3017,20210111T14:00:00Z,70-79,5396,7.81,311,27.28,5.76
3018,20210111T14:00:00Z,60-69,10926,15.81,133,11.67,1.22
3019,20210111T14:00:00Z,50-59,12983,18.78,35,3.07,0.27
3020,20210111T14:00:00Z,40-49,9848,14.25,9,0.79,0.09
3021,20210111T14:00:00Z,30-39,8825,12.77,5,0.44,0.06
3022,20210111T14:00:00Z,20-29,10808,15.64,0,0.00,0
3023,20210111T14:00:00Z,10-19,4370,6.32,0,0.00,0
3024,20210111T14:00:00Z,0-9,2495,3.61,0,0.00,0
3025,20210112T14:00:00Z,남성,34135,49.01,572,49.10,1.68
3026,20210112T14:00:00Z,여성,35516,50.99,593,50.90,1.67
3027,20210112T14:00:00Z,80 이상,3498,5.02,656,56.31,18.75
3028,20210112T14:00:00Z,70-79,5435,7.8,323,27.73,5.94
3029,20210112T14:00:00Z,60-69,11000,15.79,136,11.67,1.24
3030,20210112T14:00:00Z,50-59,13085,18.79,36,3.09,0.28
3031,20210112T14:00:00Z,40-49,9939,14.27,9,0.77,0.09
